"Orden","OS Dominante","Producto","Doble Modem","OMS E.","E. Saydot","Cod. Tec","Fac. OK ","Estado","Sin Datos","Relacionadas","Datos B_O","Error Captura","Error Subida","Diagnostico"
"184249448","","PSTN","NO","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184249448 - RG - PSTN : DE,","SI","","OK",""
"184250003","","PSTN","NO","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184250003 - RG - PSTN : DE,","SI","","OK",""
"184252901","","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184252901","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184252901 - R113 - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184252901"
"184252897","","PSTN","NO","DE","NotFound","","Error de diseño o facilidades no enviadas: 184252905","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184252897 - RG - PSTN : DE,184252905 - RC01 - ADSL : DE,","NO","","",""
"184249559","","PSTN","NO","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184249559 - RG - PSTN : DE,","SI","","OK",""
"184255154","","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184255154","Completadas_y_en_Proceso","NO","184255153 - RG - PSTN : DO,184255154 - RG - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184255154"
"184261937","","PSTN","NO","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184261937 - RG - PSTN : DE,","SI","","184261937 no cargada en DOMAIN",""
"184265406","184265405","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","184265405 - TPTL - PSTN : DO,184265409 - TPTL - IPTV : DO,184265406 - TPTL - ADSL : DE,184265404 - TPTL - PSTN : DO,","NO","","",""
"184260437","184260435","ADSL","SI","DE","NV : No visita",":","NO","Completadas_y_en_Proceso","SI","184260439 - TPTL - IPTV : DO,184260437 - TPTL - ADSL : DE,184260435 - TPTL - PSTN : DE,184260434 - TPTL - PSTN : DO,","NO","","",""
"184260439","184260434","IPTV","SI","DO","PC: Completada",":","NO","Completadas_y_en_Proceso","SI","184260439 - TPTL - IPTV : DO,184260437 - TPTL - ADSL : DE,184260435 - TPTL - PSTN : DE,184260434 - TPTL - PSTN : DO,","NO","","",""
"184263886","184263884","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184263886","Completadas_y_en_Proceso","NO","184263887 - TPTL - IPTV : DO,184263882 - TPTL - PSTN : DO,184263886 - TPTL - ADSL : DE,184263884 - TPTL - PSTN : DO,","NO","","",""
"184249663","","PSTN","NO","DE","NotFound","","OK","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184249663 - RG - PSTN : DE,184249666 - RC01 - ADSL : DE,","NO","","",""
"184262543","184262535","IPTV","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184262543","Completadas_y_en_Proceso","NO","184262536 - TPTL - PSTN : DO,184262541 - TPTL - ADSL : DE,184262535 - TPTL - PSTN : DO,184262543 - TPTL - IPTV : DE,","NO","","","REPETIR CIERRE: OS: 184262541"
"184262541","184262536","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184262543","Completadas_y_en_Proceso","NO","184262536 - TPTL - PSTN : DO,184262541 - TPTL - ADSL : DE,184262535 - TPTL - PSTN : DO,184262543 - TPTL - IPTV : DE,","NO","","","REPETIR CIERRE: OS: 184262541"
"184257859","184257858","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184257860","Completadas_y_en_Proceso","NO","184257859 - TPTL - ADSL : DE,184257858 - TPTL - PSTN : DO,184257857 - TPTL - PSTN : DO,184257860 - TPTL - IPTV : DE,","NO","","",""
"184257860","184257857","IPTV","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184257860","Completadas_y_en_Proceso","NO","184257859 - TPTL - ADSL : DE,184257858 - TPTL - PSTN : DO,184257857 - TPTL - PSTN : DO,184257860 - TPTL - IPTV : DE,","NO","","",""
"184261416","184261408","IPTV","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184261415","Completadas_y_en_Proceso","NO","184261407 - TPTL - PSTN : DO,184261408 - TPTL - PSTN : DO,184261415 - TPTL - ADSL : DE,184261416 - TPTL - IPTV : DE,","NO","","","CLARO.GTA.M6.INT.EF.DataModel.ADOSOA.OS_Relacionadas BO sin enviar cierre"
"184261415","184261407","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184261415","Completadas_y_en_Proceso","NO","184261407 - TPTL - PSTN : DO,184261408 - TPTL - PSTN : DO,184261415 - TPTL - ADSL : DE,184261416 - TPTL - IPTV : DE,","NO","","","CLARO.GTA.M6.INT.EF.DataModel.ADOSOA.OS_Relacionadas BO sin enviar cierre"
"184260184","184260182","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184260184","Completadas_y_en_Proceso","NO","184260182 - TPTL - PSTN : DO,184260184 - TPTL - ADSL : DE,184260183 - TPTL - PSTN : DO,184260187 - TPTL - IPTV : DE,","NO","","",""
"184260187","184260183","IPTV","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184260184","Completadas_y_en_Proceso","NO","184260182 - TPTL - PSTN : DO,184260184 - TPTL - ADSL : DE,184260183 - TPTL - PSTN : DO,184260187 - TPTL - IPTV : DE,","NO","","",""
"184265466","184265467","ADSL","NO","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184265467","Completadas_y_en_Proceso","NO","184265464 - RG - VSIP : DO,184265467 - RG - IPTV : DO,184265466 - RG - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184265466"
"184265810","184265807","IPTV","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184265810","Completadas_y_en_Proceso","NO","184265808 - TPTL - ADSL : DE,184265806 - TPTL - PSTN : DO,184265807 - TPTL - PSTN : DO,184265810 - TPTL - IPTV : DE,","NO","","","REPETIR CIERRE: OS: 184265808"
"184255434","184255432","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","184255429 - TPTL - PSTN : DO,184255432 - TPTL - PSTN : DO,184255435 - TPTL - IPTV : DO,184255434 - TPTL - ADSL : DE,","SI","","",""
"184265808","184265806","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184265810","Completadas_y_en_Proceso","NO","184265808 - TPTL - ADSL : DE,184265806 - TPTL - PSTN : DO,184265807 - TPTL - PSTN : DO,184265810 - TPTL - IPTV : DE,","NO","","","REPETIR CIERRE: OS: 184265808"
"184266832","184266830","IPTV","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184266832","Completadas_y_en_Proceso","NO","184266832 - TPTL - IPTV : DE,184266831 - TPTL - ADSL : DE,184266829 - TPTL - PSTN : DO,184266830 - TPTL - PSTN : DO,","NO","","",""
"184256491","","PSTN","NO","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184256491 - RG - PSTN : DE,","SI","","OK",""
"184264726","184264707","IPTV","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184264726","Completadas_y_en_Proceso","NO","184264709 - TPTL - PSTN : DO,184264707 - TPTL - PSTN : DO,184264724 - TPTL - ADSL : DE,184264726 - TPTL - IPTV : DE,","NO","","",""
"184266832","184266829","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184266832","Completadas_y_en_Proceso","NO","184266832 - TPTL - IPTV : DE,184266831 - TPTL - ADSL : DE,184266829 - TPTL - PSTN : DO,184266830 - TPTL - PSTN : DO,","NO","","",""
"184264724","184264709","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184264726","Completadas_y_en_Proceso","NO","184264709 - TPTL - PSTN : DO,184264707 - TPTL - PSTN : DO,184264724 - TPTL - ADSL : DE,184264726 - TPTL - IPTV : DE,","NO","","",""
"184269257","","IPTV","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184269256","Completadas_y_en_Proceso","NO","184269257 - RG - IPTV : DE,184269256 - RG - ADSL : DE,184269255 - RG - PSTN : DO,","NO","","",""
"184269257","184269257","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184269256","Completadas_y_en_Proceso","NO","184269257 - RG - IPTV : DE,184269256 - RG - ADSL : DE,184269255 - RG - PSTN : DO,","NO","","",""
"184253172","","ADSL","NO","DE","PC: Completada",":","NO","Completadas_y_en_Proceso","SI","184253172 - RG - ADSL : DE,184253175 - RG - DTH : DO,184253171 - RG - PSTN : DE,","SI","","",""
"184249524","","PSTN","NO","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184249524 - RG - PSTN : DE,","SI","","OK",""
"184253139","","PSTN","NO","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184253139 - RG - PSTN : DE,","SI","","OK",""
"184253171","","PSTN","NO","DE","NotFound","","NO","Completadas_y_en_Proceso","SI","184253172 - RG - ADSL : DE,184253175 - RG - DTH : DO,184253171 - RG - PSTN : DE,","SI","","","184253172 ENVIADA POR OMS A SAYDOT PARA: CLOSE"
"184267541","184267538","IPTV","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","184267539 - TPTL - PSTN : DO,184267541 - TPTL - IPTV : DE,184267538 - TPTL - PSTN : DO,184267540 - TPTL - ADSL : DE,","NO","","",""
"184267541","184267539","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","184267539 - TPTL - PSTN : DO,184267541 - TPTL - IPTV : DE,184267538 - TPTL - PSTN : DO,184267540 - TPTL - ADSL : DE,","NO","","",""
"184248602","","IPTV","","DO","NotFound","","NO","Completadas_Total","NO","184248602 - TPTL - IPTV : DO,184248601 - TPTL - ADSL : DO,184248598 - TPTL - PSTN : DO,184248599 - TPTL - PSTN : DO,","NO","","",""
"184259203","","PSTN","NO","DE","NotFound","","Error de diseño o facilidades no enviadas: 184259205","Completadas_y_en_Proceso","NO","184259204 - RG - ADSL : DE,184259203 - RG - PSTN : DE,184259205 - RC01 - IPTV : DO,","NO","","",""
"184248601","","ADSL","","DO","NotFound","","NO","Completadas_Total","NO","184248602 - TPTL - IPTV : DO,184248601 - TPTL - ADSL : DO,184248598 - TPTL - PSTN : DO,184248599 - TPTL - PSTN : DO,","NO","","",""
"184267886","","IPTV","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184267885","Completadas_y_en_Proceso","NO","184267884 - RG - PSTN : DO,184267886 - RG - IPTV : DE,184267885 - RG - ADSL : DE,","NO","","",""
"184259204","","ADSL","NO","DE","PC: Completada",":","Error de diseño o facilidades no enviadas: 184259205","Completadas_y_en_Proceso","NO","184259204 - RG - ADSL : DE,184259203 - RG - PSTN : DE,184259205 - RC01 - IPTV : DO,","NO","","",""
"184259640","","VSIP","NO","DE","NotFound","","Error de diseño o facilidades no enviadas: 184259640","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184259640 - RG - VSIP : DE,","NO","","",""
"184265047","","PSTN","NO","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184265047 - RG - PSTN : DE,","SI","","OK",""
"184267886","184267886","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184267885","Completadas_y_en_Proceso","NO","184267884 - RG - PSTN : DO,184267886 - RG - IPTV : DE,184267885 - RG - ADSL : DE,","NO","","",""
"184248920","","ADSL","NO","DE","PC: Completada",":","NO","Ninguna_orden_se_ha_completado_ni_cancelado","SI","184248920 - RG - ADSL : DE,184248919 - RG - PSTN : DE,","SI","","",""
"184248919","","PSTN","NO","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","SI","184248920 - RG - ADSL : DE,184248919 - RG - PSTN : DE,","SI","","",""
"184165245","","PSTN","NO","DE","NotFound","","NO","Completadas_y_en_Proceso","SI","184165263 - RG - ADSL : DE,184165267 - R001 - DTH : DO,184165245 - RG - PSTN : DE,","SI","","",""
"184254568","","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184254568","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184254568 - R112 - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184254568"
"184165263","","ADSL","NO","DE","PC: Completada",":","NO","Completadas_y_en_Proceso","SI","184165263 - RG - ADSL : DE,184165267 - R001 - DTH : DO,184165245 - RG - PSTN : DE,","SI","","",""
"184254460","","ADSL","","DO","NotFound","","NO","Completadas_Total","NO","184254431 - RG - PSTN : DO,184254461 - RG - DTH : DO,184254460 - RG - ADSL : DO,","NO","","",""
"184262016","","ADSL","NO","DE","PC: Completada",":","NO","Ninguna_orden_se_ha_completado_ni_cancelado","SI","184262016 - RG - ADSL : DE,184262014 - RG - PSTN : DE,","SI","","",""
"184256548","","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184256548","Completadas_y_en_Proceso","NO","184256544 - RG - PSTN : DO,184256548 - RG - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184256548"
"184267990","","PSTN","NO","DE","NotFound","","Error de diseño o facilidades no enviadas: 184267991","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184267990 - RG - PSTN : DE,184267991 - RC01 - ADSL : DE,","NO","","",""
"184262014","","PSTN","NO","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","SI","184262016 - RG - ADSL : DE,184262014 - RG - PSTN : DE,","SI","","",""
"184257243","","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184257243","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184257243 - R112 - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184257243"
"184250133","","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184250133","Completadas_y_en_Proceso","NO","184250133 - RG - ADSL : DE,184250134 - RG - DTH : DO,184250130 - RG - PSTN : DE,","NO","","",""
"184257890","","PSTN","NO","DE","NotFound","","Error de diseño o facilidades no enviadas: 184257891","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184257891 - RG - ADSL : DE,184257890 - RG - PSTN : DE,","NO","","",""
"184257891","","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184257891","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184257891 - RG - ADSL : DE,184257890 - RG - PSTN : DE,","NO","","","REPETIR CIERRE: OS: 184257891"
"184250130","","PSTN","NO","DE","NotFound","","Error de diseño o facilidades no enviadas: 184250133","Completadas_y_en_Proceso","NO","184250133 - RG - ADSL : DE,184250134 - RG - DTH : DO,184250130 - RG - PSTN : DE,","NO","","",""
"184267980","","PSTN","NO","DE","NotFound","","Error de diseño o facilidades no enviadas: 184267983","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184267983 - RC01 - ADSL : DE,184267980 - RG - PSTN : DE,","NO","","",""
"184260748","","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184260748","Completadas_y_en_Proceso","NO","184260745 - RG - PSTN : DO,184260748 - RG - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184260748"
"184252288","","ADSL","NO","DE","PC: Completada",":","NO","Completadas_y_en_Proceso","SI","184252288 - RG - ADSL : DE,184252289 - RG - DTH : DO,184252284 - RG - PSTN : DE,","SI","","",""
"184251735","","PSTN","NO","DE","NotFound","","Error de diseño o facilidades no enviadas: 184251736","Completadas_y_en_Proceso","NO","184251735 - RG - PSTN : DE,184251736 - RG - ADSL : DO,","NO","","",""
"184254246","","PSTN","NO","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184254246 - RG - PSTN : DE,","SI","","OK",""
"184252284","","PSTN","NO","DE","NotFound","","NO","Completadas_y_en_Proceso","SI","184252288 - RG - ADSL : DE,184252289 - RG - DTH : DO,184252284 - RG - PSTN : DE,","SI","","",""
"184255221","","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184255221","Completadas_y_en_Proceso","NO","184255223 - RG - DTH : DO,184255221 - RG - ADSL : DE,184255220 - RG - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184255221"
"184248891","184248883","IPTV","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184248891","Completadas_y_en_Proceso","NO","184248883 - TPTL - PSTN : DO,184248890 - TPTL - ADSL : DE,184248884 - TPTL - PSTN : DO,184248891 - TPTL - IPTV : DE,","NO","","",""
"184248890","184248884","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184248891","Completadas_y_en_Proceso","NO","184248883 - TPTL - PSTN : DO,184248890 - TPTL - ADSL : DE,184248884 - TPTL - PSTN : DO,184248891 - TPTL - IPTV : DE,","NO","","",""
"184257519","","ADSL","NO","DE","PC: Completada",":","Error de diseño o facilidades no enviadas: 184257519","Completadas_y_en_Proceso","NO","184257519 - RC04 - IPTV : DO,184257518 - RG - ADSL : DE,184257516 - RG - PSTN : DE,","NO","","",""
"184267672","184267673","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184267673","Completadas_y_en_Proceso","NO","184267670 - RG - VSIP : DO,184267672 - RG - ADSL : DE,184267673 - RG - IPTV : DO,","NO","","","REPETIR CIERRE: OS: 184267672"
"184257519","","PSTN","NO","DE","NotFound","","Error de diseño o facilidades no enviadas: 184257519","Completadas_y_en_Proceso","NO","184257519 - RC04 - IPTV : DO,184257518 - RG - ADSL : DE,184257516 - RG - PSTN : DE,","NO","","",""
"184258811","","PSTN","NO","DE","NotFound","","OK","Completadas_y_en_Proceso","NO","184258812 - RC01 - ADSL : DO,184258811 - RG - PSTN : DE,","NO","","",""
"184261697","","PSTN","NO","DE","NotFound","","Error de diseño o facilidades no enviadas: 184261699","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184261697 - RG - PSTN : DE,184261699 - RG - ADSL : DE,","NO","","",""
"184253474","","PSTN","NO","DE","NotFound","","OK","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184253474 - RG - PSTN : DE,184253476 - RC01 - ADSL : DE,","NO","","",""
"184252568","","PSTN","NO","DE","NotFound","","Error de diseño o facilidades no enviadas: 184252570","Completadas_y_en_Proceso","NO","184252570 - RG - ADSL : DO,184252568 - RG - PSTN : DE,184252571 - RC04 - DTH : DO,","NO","","",""
"184257092","","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184257092","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184257092 - R112 - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184257092"
"184261699","","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184261699","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184261697 - RG - PSTN : DE,184261699 - RG - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184261699"
"184255805","","IPTV","SI","DO","PC: Completada",":","Error de diseño o facilidades no enviadas: 184255804","Completadas_y_en_Proceso","NO","184255805 - RG - IPTV : DO,184255802 - RG - PSTN : DO,184255801 - RG - PSTN : DE,184255804 - RG - ADSL : DE,","NO","","",""
"184257624","","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184257624","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184257624 - R114 - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184257624"
"184255804","","ADSL","SI","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184255804","Completadas_y_en_Proceso","NO","184255805 - RG - IPTV : DO,184255802 - RG - PSTN : DO,184255801 - RG - PSTN : DE,184255804 - RG - ADSL : DE,","NO","","",""
"184252679","","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184252679","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184252679 - R112 - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184252679"
"184255802","","PSTN","SI","DO","NotFound","","Error de diseño o facilidades no enviadas: 184255804","Completadas_y_en_Proceso","NO","184255805 - RG - IPTV : DO,184255802 - RG - PSTN : DO,184255801 - RG - PSTN : DE,184255804 - RG - ADSL : DE,","NO","","",""
"184263539","","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184263539","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184263539 - R112 - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184263539"
"184250760","","PSTN","NO","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184250760 - RG - PSTN : DE,","SI","","OK",""
"184255801","","PSTN","SI","DE","NotFound","","Error de diseño o facilidades no enviadas: 184255804","Completadas_y_en_Proceso","NO","184255805 - RG - IPTV : DO,184255802 - RG - PSTN : DO,184255801 - RG - PSTN : DE,184255804 - RG - ADSL : DE,","NO","","",""
"184259442","","PSTN","NO","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","SI","184259442 - RC01 - IPTV : DE,184259438 - RG - PSTN : DE,184259441 - RC01 - ADSL : DE,","NO","","","184259438 PSTN Cambio de Plan, RG, RG Eliminada"
"184253090","184253088","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","184253088 - TPTL - PSTN : DO,184253094 - TPTL - IPTV : DO,184253090 - TPTL - ADSL : DE,184253089 - TPTL - PSTN : DO,","SI","","",""
"184249981","","PSTN","SI","DE","NV : No visita",":","NO","Completadas_y_en_Proceso","SI","184249984 - TPTL - IPTV : DO,184249980 - TPTL - PSTN : DO,184249981 - TPTL - PSTN : DE,184249983 - TPTL - ADSL : DE,","NO","","184249981 no cargada en DOMAIN",""
"184264511","184264515","ADSL","NO","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184264511","Completadas_y_en_Proceso","NO","184264511 - RG - ADSL : DE,184264515 - RG - IPTV : DO,184264510 - RG - VSIP : DO,","NO","","","REPETIR CIERRE: OS: 184264511"
"184249980","","PSTN","SI","DO","PC: Completada",":","NO","Completadas_y_en_Proceso","SI","184249984 - TPTL - IPTV : DO,184249980 - TPTL - PSTN : DO,184249981 - TPTL - PSTN : DE,184249983 - TPTL - ADSL : DE,","NO","","184249981 no cargada en DOMAIN",""
"184252476","","PSTN","SI","DO","PC: Completada",":","NO","Completadas_y_en_Proceso","SI","184252479 - TPTL - IPTV : DO,184252476 - TPTL - PSTN : DO,184252477 - TPTL - PSTN : DE,184252478 - TPTL - ADSL : DE,","NO","","",""
"184252477","","PSTN","SI","DE","NotFound","","NO","Completadas_y_en_Proceso","SI","184252479 - TPTL - IPTV : DO,184252476 - TPTL - PSTN : DO,184252477 - TPTL - PSTN : DE,184252478 - TPTL - ADSL : DE,","NO","","",""
"184249983","184249981","ADSL","SI","DE","NV : No visita",":","NO","Completadas_y_en_Proceso","SI","184249984 - TPTL - IPTV : DO,184249980 - TPTL - PSTN : DO,184249981 - TPTL - PSTN : DE,184249983 - TPTL - ADSL : DE,","NO","","",""
"184249984","184249980","IPTV","SI","DO","PC: Completada",":","NO","Completadas_y_en_Proceso","SI","184249984 - TPTL - IPTV : DO,184249980 - TPTL - PSTN : DO,184249981 - TPTL - PSTN : DE,184249983 - TPTL - ADSL : DE,","NO","","",""
"184250510","184250506","IPTV","SI","DO","PC: Completada",":","NO","Completadas_y_en_Proceso","SI","184250507 - TPTL - PSTN : DE,184250506 - TPTL - PSTN : DO,184250509 - TPTL - ADSL : DE,184250510 - TPTL - IPTV : DO,","NO","","",""
"184250507","","PSTN","SI","DE","NV : No visita",":","NO","Completadas_y_en_Proceso","SI","184250507 - TPTL - PSTN : DE,184250506 - TPTL - PSTN : DO,184250509 - TPTL - ADSL : DE,184250510 - TPTL - IPTV : DO,","NO","","",""
"184250506","","PSTN","SI","DO","PC: Completada",":","NO","Completadas_y_en_Proceso","SI","184250507 - TPTL - PSTN : DE,184250506 - TPTL - PSTN : DO,184250509 - TPTL - ADSL : DE,184250510 - TPTL - IPTV : DO,","NO","","",""
"184261105","","PSTN","NO","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184261105 - RG - PSTN : DE,","SI","","OK",""
"184251907","184251904","ADSL","SI","DE","PD : Pendiente de Despacho",":","OK","Completadas_y_en_Proceso","NO","184251904 - TPTL - PSTN : DO,184251905 - TPTL - PSTN : DO,184251907 - TPTL - IPTV : DE,184251906 - TPTL - ADSL : DE,","NO","","",""
"184251907","184251905","IPTV","SI","DE","PC : Pendiente de Cierre en OMS",":","OK","Completadas_y_en_Proceso","NO","184251904 - TPTL - PSTN : DO,184251905 - TPTL - PSTN : DO,184251907 - TPTL - IPTV : DE,184251906 - TPTL - ADSL : DE,","NO","","",""
"184252478","","ADSL","SI","DE","NV : No visita",":","NO","Completadas_y_en_Proceso","SI","184252479 - TPTL - IPTV : DO,184252476 - TPTL - PSTN : DO,184252477 - TPTL - PSTN : DE,184252478 - TPTL - ADSL : DE,","NO","","",""
"184252479","184252476","IPTV","SI","DO","PC: Completada",":","NO","Completadas_y_en_Proceso","SI","184252479 - TPTL - IPTV : DO,184252476 - TPTL - PSTN : DO,184252477 - TPTL - PSTN : DE,184252478 - TPTL - ADSL : DE,","NO","","",""
"184250509","184250507","ADSL","SI","DE","NV : No visita",":","NO","Completadas_y_en_Proceso","SI","184250507 - TPTL - PSTN : DE,184250506 - TPTL - PSTN : DO,184250509 - TPTL - ADSL : DE,184250510 - TPTL - IPTV : DO,","NO","","",""
"184178676","","PSTN","NO","DE","NotFound","","Error de diseño o facilidades no enviadas: 184178680","Completadas_y_en_Proceso","NO","184178681 - R001 - DTH : DO,184178676 - RG - PSTN : DE,184178680 - RG - ADSL : DE,","NO","","",""
"184178680","","ADSL","NO","DE","PC: Completada",":","Error de diseño o facilidades no enviadas: 184178680","Completadas_y_en_Proceso","NO","184178681 - R001 - DTH : DO,184178676 - RG - PSTN : DE,184178680 - RG - ADSL : DE,","NO","","",""
"184231572","","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184231572","Completadas_y_en_Proceso","NO","184231573 - RG - DTH : DO,184231569 - RG - PSTN : DO,184231572 - RG - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184231572"
"184229161","","PSTN","NO","DE","NotFound","","NO","Completadas_y_en_Proceso","SI","184229161 - RG - PSTN : DE,184229162 - RG - ADSL : DE,184229163 - RC03 - DTH : DO,","SI","","",""
"184246670","","ADSL","NO","DE","PC: Completada",":","Error de diseño o facilidades no enviadas: 184246670","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184246669 - RG - PSTN : DE,184246670 - RG - ADSL : DE,","NO","","",""
"184246669","","PSTN","NO","DE","NotFound","","Error de diseño o facilidades no enviadas: 184246670","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184246669 - RG - PSTN : DE,184246670 - RG - ADSL : DE,","NO","","",""
"184229162","","ADSL","NO","DE","PC: Completada",":","NO","Completadas_y_en_Proceso","SI","184229161 - RG - PSTN : DE,184229162 - RG - ADSL : DE,184229163 - RC03 - DTH : DO,","SI","","",""
"184239350","184239351","IPTV","NO","DE","PD : Pendiente de Despacho",":","OK","Completadas_y_en_Proceso","NO","184239351 - R016 - VSIP : DO,184239350 - R016 - IPTV : DE,","NO","","",""
"184215186","","PSTN","NO","DE","NotFound","","Error de diseño o facilidades no enviadas: 184215191","Completadas_y_en_Proceso","NO","184215189 - RG - ADSL : DO,184215186 - RG - PSTN : DE,184215191 - RC05 - IPTV : DO,","NO","","",""
